Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired
Shining Tears X Wind,"['Action', 'Adventure', 'Fantasy', 'Magic']",TV,['Sega'],['Studio Deen'],6.6,9976.0,2623.0,26554.0,13.0,Game,"Apr 7, 2007 to Jun 30, 2007"
Wellber no Monogatari Sisters of Wellber,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical']",TV,"['Trans Arts', 'Nagoya TV Housou']",['Production I.G'],6.74,1942.0,4933.0,6483.0,13.0,Original,"Apr 4, 2007 to Jun 27, 2007"
Tamala 2010 A Punk Cat in Space,"['Psychological', 'Comedy', 'Dementia', 'Sci-Fi']",Movie,,,6.66,1335.0,5454.0,4377.0,1.0,Original,"Oct 19, 2002"
LovelyComplex,"['Comedy', 'Romance', 'Shoujo']",TV,"['TBS', 'TAP', 'Sony Music Entertainment', 'Shueisha', 'Nichion']",['Toei Animation'],8.18,159560.0,259.0,301381.0,24.0,Manga,"Apr 7, 2007 to Sep 29, 2007"
Eikoku Koi Monogatari Emma Moldershen,"['Slice of Life', 'Romance', 'Historical', 'Drama', 'Seinen']",TV,,['Ajia-Do'],7.99,7187.0,3375.0,14934.0,12.0,Manga,"Apr 17, 2007 to Jul 3, 2007"
Cosmic Baton Girl Cometsan,"['Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Magic']",TV,"['Group TAC', 'Yomiko Advertising']",['Nippon Animation'],7.3,822.0,7302.0,2196.0,43.0,Manga,"Apr 1, 2001 to Jan 27, 2002"
Himechan no Ribbon,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'School', 'Shoujo']",TV,['Nihon Ad Systems'],['Studio Gallop'],7.55,1518.0,5461.0,4587.0,61.0,Manga,"Oct 2, 1992 to Dec 3, 1993"
Mahou no Star Magical Emi,"['Comedy', 'Magic', 'Shoujo', 'Slice of Life']",TV,,['Studio Pierrot'],6.76,627.0,7047.0,2303.0,38.0,Original,"Jun 7, 1985 to Feb 28, 1986"
Mahou no Yousei Persia,"['Comedy', 'Magic']",TV,,['Studio Pierrot'],6.75,261.0,8132.0,1388.0,48.0,Original,"Jul 6, 1984 to May 31, 1985"
Mahou no Angel Sweet Mint,"['Magic', 'Shoujo']",TV,['Youmex'],['Production Reed'],6.48,129.0,8475.0,1244.0,47.0,Original,"May 2, 1990 to Mar 27, 1991"
Ai to Yuuki no Pig Girl Tonde Buurin,"['Parody', 'Adventure', 'Fantasy', 'Magic', 'Comedy', 'Romance', 'School', 'Shoujo']",TV,,['Nippon Animation'],6.68,3168.0,4781.0,7130.0,51.0,Manga,"Sep 3, 1994 to Aug 26, 1995"
Five Star Stories,"['Action', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi']",Movie,['Kadokawa Shoten'],['Sunrise'],6.71,2978.0,4602.0,7033.0,1.0,Manga,"Mar 11, 1989"
Cats Eye,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Romance']",TV,,['Tokyo Movie Shinsha'],7.24,3755.0,3988.0,9848.0,73.0,Manga,"Jul 11, 1983 to Jul 8, 1985"
Mahou no Tenshi Creamy Mami,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'School', 'Sci-Fi', 'Shoujo']",TV,['Kodansha'],['Studio Pierrot'],7.19,1744.0,4622.0,6778.0,52.0,Original,"Jul 1, 1983 to Jun 29, 1984"
Mahou no Tenshi Creamy Mami Eien no Once More,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",OVA,,['Studio Pierrot'],6.42,177.0,9844.0,656.0,1.0,Original,"Oct 28, 1984"
Mahou no Tenshi Creamy Mami Long Goodbye,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",OVA,,['Studio Pierrot'],6.36,172.0,9941.0,632.0,1.0,Unknown,"Jun 15, 1985"
Ningyo,['Fantasy'],Movie,,['Mushi Production'],6.53,1473.0,6930.0,2674.0,1.0,Unknown,"Sep 21, 1964"
Kikou Ryohei Mellowlink,"['Action', 'Mecha', 'Military', 'Sci-Fi']",OVA,['VAP'],['Sunrise'],7.2,1413.0,5435.0,4344.0,12.0,Unknown,"Nov 21, 1988 to Apr 28, 1989"
Kouryuu Densetsu Villgust,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",OVA,"['Bandai Visual', 'Movic']",['Animate Film'],6.17,521.0,8531.0,1280.0,2.0,Game,"Jan 21, 1993 to Mar 22, 1993"
Honoo no Tenkousei,"['Action', 'Comedy', 'Martial Arts', 'Parody', 'School', 'Shounen', 'Sports']",OVA,"['Studio Fantasia', 'Youmex']",['Gainax'],6.74,1704.0,5990.0,3568.0,2.0,Manga,"May 21, 1991"
Akai Kiba Blue Sonnet,"['Action', 'Drama', 'Sci-Fi', 'Shoujo', 'Super Power']",OVA,"['Mushi Production', 'Nippon Television Network']",['Tatsunoko Production'],6.09,481.0,8453.0,1302.0,5.0,Manga,"Jul 16, 1989 to Jun 25, 1990"
Nozomi Witches,"['Romance', 'Sports']",OVA,['Group TAC'],,6.4,225.0,9282.0,847.0,3.0,Manga,"Aug 5, 1992 to Mar 10, 1993"
Capricorn,"['Sci-Fi', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",OVA,"['Anime R', 'Aubec']",,5.57,574.0,7999.0,1513.0,1.0,Manga,"Apr 5, 1991"
Carol,"['Fantasy', 'Magic', 'Shoujo']",OVA,['Magic Bus'],,5.25,233.0,9592.0,683.0,1.0,Novel,"Mar 21, 1990"
Coo Tooi Umi kara Kita Coo,"['Adventure', 'Slice of Life', 'Mystery', 'Drama']",Movie,,['Toei Animation'],6.91,411.0,8736.0,1137.0,1.0,Novel,"Dec 19, 1993"
Cosmo Police Justy,"['Action', 'Space', 'Super Power', 'Supernatural', 'Sci-Fi', 'Shounen']",OVA,,['Studio Pierrot'],5.71,593.0,8307.0,1301.0,1.0,Manga,"Jul 20, 1985"
Ojousama Sousamou,"['Action', 'Comedy', 'Mystery', 'Police']",OVA,,"['Gainax', 'Studio 4°C']",5.01,820.0,7668.0,1795.0,1.0,Original,"Apr 1, 1996"
Delpower X Bakuhatsu Miracle Genki,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Mecha', 'School']",OVA,['Nippon Columbia'],['Big Bang'],5.59,375.0,9584.0,793.0,1.0,Original,"Dec 21, 1986"
Mainichi ga Nichiyoubi,"['Comedy', 'Police', 'Romance']",OVA,"['Group TAC', 'Animate Film']",['Production I.G'],6.26,297.0,9194.0,882.0,6.0,Manga,"Sep 10, 1990 to Oct 25, 1992"
Gall Force 1 Eternal Story,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",Movie,"['Movic', 'Sony Music Entertainment']","['AIC', 'Artmic', 'Animate Film']",6.6,1428.0,5979.0,3655.0,1.0,Original,"Jul 28, 1986"
Gall Force 2 Destruction,"['Action', 'Military', 'Sci-Fi', 'Space']",OVA,['Movic'],"['AIC', 'Artmic', 'Animate Film']",6.55,850.0,7768.0,1740.0,1.0,Original,"Nov 21, 1987"
Gall Force 3 Stardust War,"['Action', 'Military', 'Sci-Fi', 'Space']",OVA,"['Movic', 'CBS']","['AIC', 'Artmic', 'Animate Film']",6.55,761.0,7937.0,1614.0,1.0,Original,"Nov 2, 1988"
Rhea Gall Force,"['Action', 'Military', 'Sci-Fi', 'Mecha']",OVA,['Movic'],"['AIC', 'Artmic', 'Animate Film']",6.41,587.0,8111.0,1417.0,1.0,Original,"Mar 21, 1989"
Gall Force Chikyuu Shou,"['Action', 'Military', 'Sci-Fi', 'Mecha']",OVA,['Artmic'],['AIC'],6.4,522.0,8153.0,1412.0,3.0,Original,"Dec 25, 1989 to Dec 1, 1990"
Gall Force New Era,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",OVA,['Artmic'],['AIC'],5.92,481.0,8576.0,1205.0,2.0,Original,"Dec 1, 1991 to Jan 26, 1992"
Gall Force The Revolution,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",OVA,['Movic'],['AIC'],6.08,266.0,9235.0,887.0,4.0,Original,"Oct 2, 1996 to Mar 21, 1997"
Gekiganger 3 The Movie,"['Action', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi', 'Shounen']",OVA,,['Xebec'],6.6,1395.0,6668.0,2985.0,1.0,Original,"Feb 21, 1998"
Sousei Kishi Gaiarth,"['Action', 'Sci-Fi', 'Adventure', 'Fantasy', 'Mecha']",OVA,"['AIC', 'Artmic']",,6.28,480.0,8102.0,1423.0,3.0,Original,"Apr 22, 1992 to Apr 28, 1993"
Onna Senshi Efe  Jira Gude no Monshou,"['Adventure', 'Fantasy']",Movie,,['J.C.Staff'],5.68,249.0,9806.0,678.0,1.0,Light novel,"Jun 23, 1990"
Guy Youma Kakusei,"['Action', 'Space', 'Hentai', 'Sci-Fi']",OVA,,,5.69,470.0,8500.0,1207.0,2.0,Unknown,"Dec 6, 1988 to Jul 15, 1992"
Hana yori Dango Movie,"['Drama', 'Romance', 'Shoujo']",Movie,,,6.5,2291.0,5360.0,5320.0,1.0,Unknown,"Mar 8, 1997"
Idol Project,"['Adventure', 'Comedy', 'Music']",OVA,['KSS'],['Studio OX'],5.81,395.0,8727.0,1205.0,4.0,Unknown,"Sep 22, 1995 to Oct 24, 1997"
Hengen Taima Yakou Karura Mau Sendai Kokeshi Enka,"['Horror', 'Shoujo']",OVA,,,6.45,71.0,10600.0,445.0,6.0,Manga,"Sep 14, 1990 to Mar 8, 1991"
Kero Kero Chime,"['Adventure', 'Fantasy', 'Comedy']",TV,['Studio Comet'],,6.55,157.0,9794.0,720.0,30.0,Manga,"Mar 6, 1997 to Sep 25, 1997"
Kikochan Smile,"['Adventure', 'Comedy', 'Josei', 'Slice of Life']",TV,"['TBS', 'Magic Bus']",['Eiken'],6.43,77.0,10384.0,468.0,51.0,Manga,"Oct 5, 1996 to Sep 27, 1997"
Kindaichi Shounen no Jikenbo,"['Mystery', 'Shounen']",TV,"['Dentsu', 'Yomiuri Telecasting']",['Toei Animation'],8.11,2601.0,3459.0,12578.0,148.0,Manga,"Apr 7, 1997 to Sep 11, 2000"
Kindaichi Shounen no Jikenbo Movie 1 Operazakan  Aratanaru Satsujin,"['Mystery', 'School', 'Shounen']",Movie,"['Dentsu', 'Yomiuri Telecasting', 'Kodansha']",['Toei Animation'],7.19,695.0,7484.0,2053.0,1.0,Light novel,"Dec 14, 1996"
Landlock,"['Adventure', 'Fantasy', 'Sci-Fi']",OVA,"['Tokyo Kids', 'Sega', 'Sanctuary']",,5.68,580.0,8503.0,1273.0,2.0,Unknown,"Jun 21, 1996 to Sep 27, 1996"
Majuu Senshi Luna Varga,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic']",OVA,['Kadokawa Shoten'],"['AIC', 'Studio Hakk']",5.96,270.0,9167.0,882.0,4.0,Light novel,"Mar 20, 1991 to Sep 20, 1991"
Majokko Club Yoningumi A Kuukan kara no Alien X,"['Action', 'Parody', 'Magic', 'Comedy', 'Sci-Fi']",OVA,,['Studio Pierrot'],5.8,184.0,10081.0,575.0,1.0,Original,"Jul 28, 1987"
Makeruna Makendou,"['Magic', 'Comedy', 'Shounen']",OVA,['Datam Polystar'],['OLM'],5.66,285.0,9770.0,707.0,1.0,Game,"Mar 25, 1995"
Marriage Kekkon,"['Romance', 'Slice of Life']",OVA,,,5.46,271.0,9395.0,814.0,2.0,Visual novel,"Mar 23, 1996 to Jun 21, 1996"
Natsuki Crisis,"['Action', 'Martial Arts', 'School']",OVA,['Shueisha'],['Madhouse'],6.25,632.0,8037.0,1560.0,2.0,Manga,"Feb 23, 1994 to Apr 21, 1994"
NG Knight Ramune  40,"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']",TV,,['Production Reed'],7.09,371.0,8009.0,1440.0,38.0,Original,"Apr 6, 1990 to Jan 4, 1991"
NG Knight Ramune  40 EX Biku Biku Triangle Ai no Arashi Daisakusen,"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']",OVA,,['Production Reed'],6.5,124.0,10230.0,549.0,3.0,Original,"Jul 21, 1991 to Nov 21, 1991"
NG Knight Ramune  40 DX Wakuwaku Jikuu  Honoo no Daisousasen,"['Adventure', 'Fantasy', 'Comedy', 'Shounen']",OVA,,['Production Reed'],6.65,114.0,10252.0,544.0,3.0,Original,"Jun 23, 1993 to Sep 22, 1993"
VS Knight Lamune  40 Fire,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']",TV,,['Production Reed'],6.95,498.0,8139.0,1495.0,26.0,Original,"Apr 3, 1996 to Sep 25, 1996"
Nora,"['Sci-Fi', 'Adventure', 'Space']",OVA,['Filmlink International'],,5.23,235.0,8926.0,723.0,1.0,Manga,"Jan 21, 1985"
Choujikuu Seiki Orguss,"['Action', 'Sci-Fi', 'Adventure', 'Romance', 'Mecha']",TV,"['Tokyo Movie Shinsha', 'Victor Entertainment', 'Mainichi Broadcasting System', 'Studio Nue', 'Big West']",['Artland'],6.71,697.0,6350.0,3075.0,35.0,Original,"Jul 3, 1983 to Apr 8, 1984"
Choujikuu Seiki Orguss 02,"['Action', 'Sci-Fi', 'Adventure', 'Romance', 'Mecha']",OVA,"['Bandai Visual', 'Mainichi Broadcasting System']",['J.C.Staff'],6.88,758.0,7427.0,2023.0,6.0,Unknown,"Dec 5, 1993 to Apr 25, 1995"
Oshare Kozou wa Hanamaru,"['Romance', 'Shoujo']",OVA,,['Madhouse'],5.81,140.0,10422.0,429.0,1.0,Unknown,"Apr 23, 1993"
Kiss wa Hitomi ni Shite,"['Comedy', 'Romance', 'Shoujo']",OVA,['Shueisha'],['Madhouse'],6.1,102.0,9993.0,474.0,1.0,Manga,"Aug 27, 1993"
Pops,"['Romance', 'Shoujo', 'Slice of Life']",OVA,,['Madhouse'],5.86,28.0,10432.0,280.0,1.0,Manga,"Jun 25, 1993"
Relic Armor Legaciam,"['Action', 'Mecha', 'Sci-Fi']",OVA,"['Kadokawa Shoten', 'Network']",,5.69,400.0,9132.0,890.0,1.0,Unknown,"Nov 28, 1987"
Salamander,"['Adventure', 'Sci-Fi']",OVA,['Pony Canyon'],['Studio Pierrot'],6.09,276.0,9458.0,799.0,3.0,Game,"Feb 25, 1987 to Feb 25, 1989"
Sequence,"['Romance', 'Sci-Fi', 'Shoujo']",OVA,,,5.69,100.0,10416.0,376.0,1.0,Manga,"Mar 18, 1992"
Tokumu Sentai Shinesman,"['Action', 'Comedy', 'Sci-Fi']",OVA,['Animate Film'],['Production I.G'],6.98,941.0,7651.0,1910.0,2.0,Manga,"Feb 21, 1996 to Mar 21, 1996"
Shin Kimagure OrangeRoad Soshite Ano Natsu no Hajimari,"['Ecchi', 'Slice of Life', 'Fantasy', 'Magic', 'Comedy', 'Romance', 'Drama', 'Shounen']",Movie,"['VAP', 'Toho']",['Studio Pierrot'],7.57,2315.0,5306.0,5166.0,1.0,Manga,"Nov 2, 1996"
Silent Mbius The Motion Picture,"['Sci-Fi', 'Adventure', 'Supernatural']",Movie,"['Kadokawa Shoten', 'Imagica', 'Pioneer LDC', 'Half H.P Studio', 'Tokyu Recreation']",['AIC'],6.44,1057.0,6738.0,2728.0,1.0,Manga,"Aug 17, 1991"
Silent Mbius 2,"['Sci-Fi', 'Adventure', 'Demons', 'Fantasy', 'Seinen']",Movie,"['Kadokawa Shoten', 'Victor Entertainment', 'Imagica', 'Pioneer LDC', 'Half H.P Studio']",['AIC'],6.36,707.0,7580.0,1969.0,1.0,Manga,"Jul 18, 1992"
Singles,"['Romance', 'Shoujo']",OVA,['Shueisha'],['Madhouse'],5.41,34.0,10316.0,255.0,1.0,Manga,"May 28, 1993"
Tattoon Master,"['Adventure', 'Comedy', 'Slice of Life', 'Supernatural']",OVA,['KSS'],['AIC'],6.2,795.0,7739.0,1764.0,2.0,Manga,"Apr 26, 1996 to Aug 23, 1996"
TOY,"['Drama', 'Music', 'Shounen']",OVA,"['Sony Music Entertainment', 'CBS']",['Studio Gallop'],6.33,672.0,8038.0,1586.0,1.0,Manga,"Oct 1, 1987"
Seto no Hanayome,"['Comedy', 'Parody', 'Romance', 'School', 'Shounen']",TV,"['TV Tokyo', 'AIC', 'Square Enix', 'Sotsu']",['Gonzo'],7.89,91104.0,433.0,203711.0,26.0,Manga,"Apr 2, 2007 to Oct 1, 2007"
Touka Gettan,"['Romance', 'Supernatural', 'Drama']",TV,['WAO World'],['Studio Deen'],6.66,2984.0,3502.0,15419.0,26.0,Visual novel,"Apr 3, 2007 to Sep 25, 2007"
Kiss Dum Engage Planet,"['Mecha', 'Military', 'Sci-Fi']",TV,['Bandai Visual'],['Satelight'],6.72,1945.0,4607.0,7716.0,26.0,Original,"Apr 4, 2007 to Sep 26, 2007"
One Piece Movie 8 Episode of Alabasta  Sabaku no Oujo to Kaizokutachi,"['Action', 'Adventure', 'Fantasy', 'Shounen']",Movie,['Fuji Pacific Music Publishing'],['Toei Animation'],7.42,21793.0,2075.0,38152.0,1.0,Manga,"Mar 3, 2007"
RockmanEXE Axess,"['Action', 'Adventure', 'Comedy', 'Game', 'Mecha', 'Sci-Fi', 'Shounen']",TV,"['TV Tokyo', 'Shogakukan Productions']",['Xebec'],7.25,5489.0,3905.0,11076.0,51.0,Unknown,"Oct 4, 2003 to Sep 25, 2004"
RockmanEXE Stream,"['Action', 'Adventure', 'Game', 'Mecha', 'School', 'Sci-Fi', 'Shounen']",TV,,['Xebec'],7.2,2065.0,5125.0,5461.0,51.0,Unknown,"Oct 2, 2004 to Sep 24, 2005"
RockmanEXE Beast,"['Action', 'Adventure', 'Game', 'Mecha', 'Sci-Fi', 'Shounen']",TV,"['TV Tokyo', 'Shogakukan Productions', 'Shogakukan Music &amp; Digital Entertainment']",['Xebec'],7.19,1931.0,5370.0,5007.0,25.0,Unknown,"Oct 1, 2005 to Apr 1, 2006"
RockmanEXE Movie Hikari to Yami no Program,"['Action', 'Adventure', 'Game', 'Kids']",Movie,"['TV Tokyo', 'Dentsu', 'Shogakukan Productions', 'Capcom']",['Xebec'],7.36,1454.0,6663.0,3023.0,1.0,Unknown,"Mar 12, 2005"
Over Drive,"['Shounen', 'Sports']",TV,"['Sotsu', 'Pony Canyon']",['Xebec'],7.7,15469.0,2304.0,32851.0,26.0,Manga,"Apr 4, 2007 to Sep 26, 2007"
Tenkuu Senki Shurato,"['Action', 'Magic', 'Fantasy', 'Shounen']",TV,['Sotsu'],['Tatsunoko Production'],7.37,3129.0,4845.0,6253.0,38.0,Original,"Apr 6, 1989 to Jan 25, 1990"
Tenkuu Senki Shurato Sousei e no Anto,"['Action', 'Fantasy', 'Magic', 'Shounen']",OVA,,['Tatsunoko Production'],6.71,451.0,8796.0,1155.0,6.0,Unknown,"Sep 16, 1991 to Mar 16, 1992"
Captain Tsubasa,"['Action', 'Shounen', 'Sports']",TV,"['TV Tokyo', 'Studio Jack', 'CBS']",['Tsuchida Productions'],7.36,28209.0,1765.0,46817.0,128.0,Manga,"Oct 13, 1983 to Mar 27, 1986"
Shin Captain Tsubasa,"['Action', 'Shounen', 'Sports']",OVA,"['Studio Comet', 'Nihon Ad Systems', 'Fuji TV']",['Nippon Animation'],7.2,3713.0,4768.0,6464.0,13.0,Manga,"Jul 1, 1989 to Jul 1, 1990"
Captain Tsubasa Europe Daikessen,"['Action', 'Sports', 'Shounen']",Movie,['Group TAC'],,7.01,1871.0,6117.0,3607.0,1.0,Unknown,"Jul 13, 1985"
Captain Tsubasa Ayaushi Zen Nihon Jr,"['Action', 'Sports', 'Shounen']",Movie,['Group TAC'],,6.88,1501.0,6576.0,3029.0,1.0,Unknown,"Dec 21, 1985"
Captain Tsubasa Asu ni Mukatte Hashire,"['Action', 'Sports', 'Shounen']",Movie,['Group TAC'],,6.87,1459.0,6613.0,3021.0,1.0,Unknown,"Mar 15, 1986"
Captain Tsubasa Sekai Daikessen Jr World Cup,"['Action', 'Shounen', 'Sports']",Movie,['Group TAC'],,6.97,1451.0,6608.0,2985.0,1.0,Unknown,"Jul 12, 1986"
Captain Tsubasa Saikyou no Teki Holland Youth,"['Action', 'Shounen', 'Sports']",OVA,"['Yomiko Advertising', 'Shueisha']",,6.99,1429.0,6693.0,2912.0,1.0,Unknown,"Dec 16, 1995"
Digimon XEvolution,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Movie,['Bandai'],['Toei Animation'],7.25,7866.0,3535.0,14550.0,1.0,Original,"Jan 3, 2005"
Code Geass Hangyaku no Lelouch Recaps,"['Action', 'Mecha', 'Military', 'School', 'Super Power']",Special,,['Sunrise'],7.11,11751.0,2605.0,26318.0,2.0,Original,"Dec 1, 2006 to Feb 16, 2007"
YuuYuuHakusho Eizou Hakusho  Ankoku Bujutsukai no Shou,"['Action', 'Adventure', 'Supernatural', 'Shounen']",OVA,,['Studio Pierrot'],7.43,3055.0,4518.0,7649.0,2.0,Manga,"Sep 21, 1994 to Oct 5, 1994"
YuuYuuHakusho Eizou Hakusho II,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",OVA,,['Studio Pierrot'],7.48,2780.0,4532.0,7520.0,4.0,Manga,"Dec 16, 1995 to Feb 7, 1996"
Chouja Raideen,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,,['Sunrise'],6.35,397.0,8454.0,1370.0,38.0,Unknown,"Oct 2, 1996 to Jun 25, 1997"
Yuusha Raideen,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,['Tohokushinsha Film Corporation'],['Sunrise'],6.78,218.0,8360.0,1306.0,50.0,Original,"Apr 4, 1975 to Mar 26, 1976"
True Tears,"['Drama', 'Romance', 'School']",TV,"['Bandai Visual', 'Lantis']",['P.A. Works'],7.49,71834.0,696.0,141979.0,13.0,Original,"Jan 6, 2008 to Mar 30, 2008"
Kaibutsu Oujo,"['Action', 'Comedy', 'Supernatural', 'Horror', 'Vampire', 'Shounen']",TV,"['Imagin', 'Lantis', 'Index', 'Universal Pictures Japan']",['Madhouse'],7.12,19503.0,1654.0,53652.0,25.0,Manga,"Apr 13, 2007 to Sep 28, 2007"
Bokusatsu Tenshi Dokurochan 2,"['Magic', 'Ecchi', 'Comedy']",OVA,"['Geneon Universal Entertainment', 'ASCII Media Works', 'Showgate']",['Hal Film Maker'],6.84,50123.0,1221.0,80607.0,2.0,Light novel,"Aug 11, 2007 to Nov 10, 2007"
Inukami The Movie Tokumei Reiteki Sousakan Karina Shirou,"['Comedy', 'Supernatural', 'Magic', 'Romance', 'Ecchi']",Movie,['ASCII Media Works'],['Seven Arcs'],7.14,7278.0,3654.0,14185.0,1.0,Light novel,"Apr 21, 2007"
Mari Iyagi,"['Drama', 'Fantasy', 'Slice of Life']",Movie,,,6.39,818.0,7255.0,2316.0,1.0,Unknown,"Jan 18, 2002"
Famiresu Senshi Purin,['Hentai'],OVA,"['Milky Animation Label', 'JapanAnime']",,6.43,1045.0,6736.0,2944.0,3.0,Visual novel,"May 25, 2004 to Feb 25, 2005"
Sora no Iro Mizu no Iro,['Hentai'],OVA,['Nihikime no Dozeu'],['Himajin Planning'],7.2,5371.0,3889.0,11374.0,2.0,Visual novel,"Jul 28, 2006 to Jun 27, 2008"
Front Innocent Mou Hitotsu no Lady Innocent,"['Hentai', 'Historical']",OVA,,['Arms'],6.96,4796.0,4201.0,9218.0,1.0,Original,"Mar 10, 2005"
Haitokuzuma,['Hentai'],OVA,"['Milky Animation Label', 'JapanAnime']",,6.15,1039.0,6466.0,3070.0,2.0,Manga,"Dec 25, 2005 to Dec 25, 2006"
Kage OVA,"['Action', 'Martial Arts', 'Hentai', 'Historical']",OVA,,['APPP'],6.42,1268.0,5886.0,3911.0,4.0,Original,"Mar 26, 2004 to Dec 26, 2004"
Kakyuusei 2 Anthology,"['Drama', 'Harem', 'Hentai', 'Romance']",OVA,['Pink Pineapple'],,6.09,437.0,7820.0,1760.0,2.0,Visual novel,"Mar 24, 2006 to Jun 23, 2006"
Aniyome,['Hentai'],OVA,['Digital Works'],['Y.O.U.C'],6.49,1410.0,6255.0,3468.0,2.0,Visual novel,"Oct 8, 2004 to Jan 14, 2005"
Oseam,"['Adventure', 'Drama']",Movie,,,7.37,1357.0,5731.0,4456.0,1.0,Novel,"May 1, 2003"
Blue Dragon,"['Adventure', 'Comedy', 'Fantasy', 'Supernatural']",TV,['Pony Canyon'],['Studio Pierrot'],6.52,13944.0,2312.0,30006.0,51.0,Game,"Apr 7, 2007 to Mar 29, 2008"
Saiyuuki Reload Burial,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Shoujo']",OVA,['Dentsu'],['Studio Pierrot'],8.01,3088.0,4309.0,8919.0,3.0,Manga,"Apr 28, 2007 to Mar 28, 2008"
Naruto Movie 3 Dai Koufun Mikazuki Jima no Animaru Panikku Dattebayo,"['Action', 'Adventure']",Movie,,['Studio Pierrot'],6.96,67821.0,881.0,110838.0,1.0,Manga,"Aug 5, 2006"
Black Gate Kanin no Gakuen,"['Fantasy', 'Hentai', 'Supernatural']",OVA,['Milky Animation Label'],['Studio Jam'],5.96,1392.0,6122.0,3720.0,2.0,Visual novel,"Jul 25, 2004 to Dec 25, 2004"
Canary,"['Fantasy', 'Music', 'Romance', 'School']",OVA,,['SOEISHINSHA'],4.79,576.0,8546.0,1371.0,1.0,Visual novel,"Mar 22, 2002"
Call Me Tonight,"['Comedy', 'Horror', 'Romance', 'Sci-Fi']",OVA,['AIC'],,5.39,2687.0,5257.0,4940.0,1.0,Unknown,"Jul 28, 1986"
Okane ga Nai,"['Drama', 'Romance', 'Yaoi']",OVA,"['KlockWorx', 'Happinet Pictures']",['Lilix'],6.49,19239.0,2311.0,32437.0,4.0,Manga,"Feb 9, 2007 to Dec 21, 2007"
Tanoshii Muumin Ikka,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Slice of Life']",TV,"['TV Tokyo', 'Starchild Records']",['Telescreen BV'],8.05,5134.0,3768.0,10275.0,78.0,Book,"Apr 12, 1990 to Oct 3, 1991"
Nils no Fushigi na Tabi,"['Kids', 'Adventure', 'Fantasy']",TV,,['Studio Pierrot'],7.12,1763.0,6308.0,3365.0,52.0,Novel,"Jan 8, 1980 to Mar 17, 1981"
Oh Edo Rocket,"['Comedy', 'Drama', 'Fantasy', 'Historical', 'Sci-Fi']",TV,"['Sunny Side Up', 'Index', 'Universal Pictures Japan']",['Madhouse'],7.31,3187.0,4301.0,9326.0,26.0,Other,"Apr 4, 2007 to Sep 26, 2007"
Saint Beast Kouin Jojishi Tenshi Tan,['Fantasy'],TV,"['Avex Entertainment', 'Lantis', 'Tokyo Kids', 'Marvelous AQL']",,6.43,1692.0,5429.0,5297.0,13.0,Unknown,"Apr 4, 2007 to Jun 27, 2007"
Tekkon Kinkreet,"['Action', 'Adventure', 'Psychological', 'Supernatural']",Movie,"['Aniplex', 'Tokyo MX', 'Beyond C.']",['Studio 4°C'],8.07,26959.0,1440.0,60370.0,1.0,Manga,"Dec 23, 2006"
Kono Aozora ni Yakusoku wo Youkoso Tsugumi Ryou e,"['Harem', 'Romance', 'School']",TV,,['Artland'],6.3,4445.0,3479.0,15100.0,13.0,Visual novel,"Apr 4, 2007 to Jun 27, 2007"
Bakugan Battle Brawlers,"['Action', 'Game', 'Fantasy']",TV,['Nelvana'],['TMS Entertainment'],6.37,24165.0,1780.0,39695.0,52.0,Original,"Apr 5, 2007 to Mar 27, 2008"
Koutetsushin Jeeg,"['Mecha', 'Sci-Fi']",TV,"['Dynamic Planning', 'Kyoraku Industrial Holdings']",['Actas'],7.05,1611.0,5794.0,4279.0,13.0,Original,"Apr 5, 2007 to Jul 12, 2007"
