Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired
Oneechan ga Kita Hajimete no Kitaa,"['Comedy', 'Slice of Life']",Special,"['Takeshobo', 'C2C']",,6.56,9200.0,3380.0,14985.0,1.0,4-koma manga,"Mar 22, 2014"
Love Stage Chotto ja Nakutte,"['Comedy', 'Romance', 'Shounen Ai']",OVA,['Kadokawa Shoten'],['J.C.Staff'],7.69,18198.0,2190.0,33411.0,1.0,Manga,"Nov 22, 2014"
Ano Natsu de Matteru Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara Ano Natsu de Matteiru,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life']",Special,['Geneon Universal Entertainment'],['J.C.Staff'],7.28,14707.0,2440.0,26764.0,1.0,Original,"Aug 29, 2014"
Sekai Seifuku Bouryaku no Zvezda  Shin Zvezda Daisakusen,"['Action', 'Comedy', 'Fantasy']",Special,"['Aniplex', 'flying DOG']",['A-1 Pictures'],6.79,6159.0,3606.0,13509.0,1.0,Original,"Oct 15, 2014"
Saimin Jutsu Zero Special,['Hentai'],Special,['Milky Animation Label'],,5.97,348.0,8471.0,1127.0,1.0,Visual novel,"Sep 6, 2013"
Kakushi Dere Special,['Hentai'],Special,['Pashmina'],,6.44,519.0,7804.0,1463.0,1.0,Manga,"Nov 29, 2013"
Witch Craft Works Specials,"['Magic', 'Comedy']",Special,['Lantis'],['J.C.Staff'],6.82,1518.0,4730.0,6093.0,6.0,Unknown,"Mar 26, 2014 to Aug 27, 2014"
Otsukisama to Oujo,['Fantasy'],OVA,['Shinano Kikaku'],['Shin-Ei Animation'],4.97,34.0,13417.0,125.0,1.0,Unknown,"Aug, 1983"
Calligraffiti,['Music'],Movie,,,4.39,129.0,11292.0,300.0,1.0,Unknown,"Dec 5, 1982"
Enbi,['Hentai'],OVA,"['MS Pictures', 'AniMan']",,6.37,948.0,7073.0,2194.0,2.0,Manga,"May 2, 2014 to Sep 5, 2014"
Aterui,"['Action', 'Fantasy', 'Historical']",Movie,['Cinema Tohoku'],,5.73,11.0,12385.0,175.0,1.0,Unknown,"Dec 2, 2002"
Two Down Full Base,"['Sports', 'Kids']",Special,"['Fuji TV', 'Toho']",['Group TAC'],6.18,11.0,14222.0,98.0,1.0,Novel,"May 5, 1982"
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii Mousou Catastrophe,"['Comedy', 'Slice of Life']",TV,"['Dream Creation', 'Studio CHANT']",['Seven'],6.02,4432.0,4333.0,8823.0,12.0,4-koma manga,"Jul 8, 2014 to Sep 23, 2014"
12sai,"['Romance', 'School', 'Shoujo']",OVA,['Half H.P Studio'],['SynergySP'],6.44,1990.0,4412.0,7983.0,8.0,Manga,"Apr 3, 2014 to Jan 3, 2015"
Romeo no Aoi Sora Specials,"['Adventure', 'Drama', 'Historical', 'Slice of Life']",Special,,['Nippon Animation'],6.74,95.0,10563.0,456.0,2.0,Novel,2001
Akage no Anne Specials,"['Drama', 'Historical', 'Kids', 'Shoujo', 'Slice of Life']",Special,['BS Fuji'],['Nippon Animation'],6.25,111.0,10244.0,521.0,2.0,Unknown,"Feb 11, 2001 to 2001"
The iDOLMSTER Cinderella Girls,"['Music', 'Comedy', 'Drama']",TV,"['Aniplex', 'Half H.P Studio', 'Nippon Columbia', 'Bandai Namco Games', 'Anime Consortium Japan', 'Cygames']",['A-1 Pictures'],7.21,18210.0,1772.0,46326.0,13.0,Game,"Jan 10, 2015 to Apr 11, 2015"
Saitama Bousou Saizensen Flag Shinimonogurui no Seishun,"['Drama', 'Slice of Life']",OVA,,,6.1,10.0,14258.0,100.0,1.0,Unknown,"Dec 1, 1994"
Seihou Tenshi Angel Links Meifon no Special Kaisetsu Corner,"['Comedy', 'Sci-Fi', 'Space']",Special,['Bandai Visual'],['Sunrise'],5.6,93.0,10350.0,475.0,1.0,Unknown,2000
Legend of Basara Shinbashi Theater,['Comedy'],Special,['KSS'],,5.9,68.0,11834.0,256.0,1.0,Unknown,"Sep 27, 2002"
Ninja Slayer From Animation,['Action'],ONA,"['Movic', 'KlockWorx', 'Ultra Super Pictures', 'Grooove', 'Good Smile Company', 'famima.com', 'King Records', 'Fields', 'QREAZY']",['Trigger'],6.6,7392.0,2348.0,31003.0,26.0,Novel,"Apr 16, 2015 to Oct 8, 2015"
Gaki Deka,"['Comedy', 'Ecchi', 'Kids', 'Parody', 'Shounen']",TV,,['Studio Gallop'],4.36,11.0,13498.0,129.0,22.0,Unknown,"Oct 6, 1989 to Mar 26, 1990"
Bunna yo Ki kara Orite Koi,"['Adventure', 'Kids']",Movie,,,5.91,11.0,14699.0,91.0,1.0,Unknown,"Mar 21, 1987"
Eiyuu Banka Koushiden,"['Adventure', 'Drama', 'Historical', 'Romance']",OVA,['NHK'],,5.5,16.0,12613.0,174.0,1.0,Unknown,"Sep 21, 1996"
Haiyore Nyarukosan W OVA,"['Comedy', 'Ecchi', 'Parody']",OVA,['DIVE II Entertainment'],['Xebec'],7.18,10350.0,2862.0,20348.0,1.0,Light novel,"Apr 1, 2014"
Non Non Biyori Repeat,"['Comedy', 'School', 'Seinen', 'Slice of Life']",TV,"['TV Tokyo', 'Lantis']",['Silver Link.'],8.23,45110.0,966.0,92568.0,12.0,Manga,"Jul 7, 2015 to Sep 22, 2015"
Aoki Hagane no Arpeggio Ars Nova  Kirikumas,"['Comedy', 'Parody']",Special,['flying DOG'],,6.76,865.0,6092.0,3773.0,13.0,Manga,"Apr 5, 2014 to Jun 28, 2014"
Poppoyasan Nonki Ekichou,['Kids'],Movie,,,7.45,11.0,13912.0,107.0,1.0,Original,"Oct, 1948"
Poppoyasan Nonki Kikanshi,['Kids'],Movie,,,7.0,9.0,14284.0,95.0,1.0,Original,"Jun, 1949"
Kobito to Ao Mushi,"['Kids', 'Music']",Movie,,,6.08,12.0,13850.0,118.0,1.0,Original,"Dec, 1950"
Kappa Kawatarou,"['Kids', 'Supernatural']",Movie,['The National Film Center Japan'],,4.59,44.0,12811.0,159.0,1.0,Original,"Apr, 1954"
Ukare Violin,"['Fantasy', 'Kids']",Movie,,,6.57,7.0,14071.0,102.0,1.0,Original,"Oct, 1955"
Nezumi no Yomeiri,"['Kids', 'Fantasy']",Movie,,['Toei Animation'],4.98,40.0,13221.0,144.0,1.0,Original,1961
Ookami to Nanahiki no Ko Yagi,"['Fantasy', 'Kids']",OVA,,,6.9,10.0,14603.0,95.0,1.0,Unknown,"Oct 1, 1993"
Ninja Hattorikun Nin Nin Furusato Daisakusen no Maki,"['Comedy', 'Kids', 'Martial Arts', 'Slice of Life']",Movie,,['Shin-Ei Animation'],6.07,46.0,12321.0,174.0,1.0,Unknown,"Mar 12, 1983"
Hi no Tori Hagoromohen,['Drama'],Movie,['Tezuka Productions'],,6.54,26.0,11859.0,221.0,1.0,Unknown,"Jul 17, 2004"
Glass no Chikyuu wo Sukue Unico Special,"['Kids', 'Fantasy']",Movie,['Tezuka Productions'],,6.61,33.0,12135.0,212.0,1.0,Manga,"Jul 20, 2000"
Ookami Shoujo to Kuro Ouji,"['Comedy', 'Romance', 'School', 'Shoujo']",TV,"['VAP', 'Yomiuri Telecasting', 'Nippon Television Network']",['TYO Animations'],7.41,114922.0,379.0,209778.0,12.0,Manga,"Oct 5, 2014 to Dec 21, 2014"
Hi no Tori Kizunahen,"['Fantasy', 'Kids']",Special,['Tezuka Productions'],,7.31,13.0,12139.0,203.0,1.0,Unknown,"Jun 2, 2012"
Manga Edo Erobanashi,"['Comedy', 'Hentai', 'Historical']",OVA,['Group TAC'],,3.3,33.0,11993.0,226.0,5.0,Unknown,"Apr 1, 1989 to Dec 27, 1989"
Strange Special,"['Slice of Life', 'Comedy', 'Josei']",Special,['Dream Creation'],['Seven'],5.89,397.0,8142.0,1529.0,1.0,Manga,"Apr 18, 2014"
Kara no Kyoukai Manner Movies,"['Action', 'Comedy']",Movie,['Aniplex'],['ufotable'],6.46,2958.0,4621.0,7103.0,7.0,Unknown,"Dec 1, 2007 to Aug 8, 2009"
Kumo ni Noru,"['Action', 'Seinen']",OVA,,['J.C.Staff'],4.41,17.0,12490.0,173.0,2.0,Manga,"Mar 8, 1991 to Jun 7, 1991"
Toradora Recap,"['Slice of Life', 'Comedy', 'Romance', 'School']",OVA,,['J.C.Staff'],7.67,17644.0,2053.0,38625.0,1.0,Unknown,"Apr 30, 2009"
Gatchaman Crowds Embrace,"['Adventure', 'Sci-Fi']",Special,['VAP'],['Tatsunoko Production'],7.47,6451.0,3707.0,13125.0,1.0,Unknown,"Jan 22, 2014"
Sabaku no Kuni no Oujosama,"['Adventure', 'Fantasy']",OVA,['Shinano Kikaku'],['Toei Animation'],5.0,18.0,13636.0,120.0,1.0,Unknown,"Mar, 2001"
Kakumei no Wakaki Sora,"['Drama', 'Historical']",OVA,['Shinano Kikaku'],,6.59,180.0,10784.0,498.0,1.0,Unknown,2010
Rennyuu Tales The Animation,['Hentai'],OVA,['Pink Pineapple'],,6.55,933.0,6857.0,2601.0,1.0,Manga,"May 30, 2014"
Teppen,"['Action', 'Comedy']",OVA,['Knack Productions'],,4.69,16.0,13027.0,142.0,2.0,Unknown,"Jan 21, 1996 to Nov 8, 1996"
Strike Witches Operation Victory Arrow,"['Action', 'Military', 'Sci-Fi', 'Magic']",OVA,['501st JOINT FIGHTER WING'],['Silver Link.'],7.45,5822.0,3387.0,15004.0,3.0,Original,"Dec 12, 2014 to Jul 31, 2015"
Minna Tomodachi,"['Comedy', 'Fantasy', 'Kids']",OVA,,,4.67,3.0,15481.0,64.0,1.0,Unknown,2003
KoSys Kochira Keihime Tetsudou Kouhou Systemka,"['Comedy', 'Slice of Life']",ONA,,,4.29,17.0,12456.0,224.0,2.0,Unknown,"Apr 9, 2014 to May 18, 2016"
Kenzen Robo Daimidaler Specials,"['Ecchi', 'Comedy', 'Mecha', 'Seinen']",Special,['Genco'],['TNK'],6.2,2041.0,5390.0,5007.0,6.0,Unknown,"Jul 25, 2014 to Dec 24, 2014"
Neko Pitcher,"['Comedy', 'Sports', 'Kids']",TV,,,7.04,24.0,11238.0,373.0,51.0,4-koma manga,"May 3, 2014 to Mar 29, 2016"
Peter Pan no Bouken Specials,"['Adventure', 'Fantasy']",Special,['Fuji TV'],['Nippon Animation'],5.6,48.0,12562.0,186.0,2.0,Unknown,2001
Kishin Houkou Demonbane TV Specials,"['Magic', 'Mecha', 'Sci-Fi', 'Supernatural']",Special,['Nitroplus'],,6.03,167.0,9603.0,805.0,2.0,Game,"Aug 25, 2006 to Dec 22, 2006"
Nanatsu no Taizai,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Ecchi', 'Fantasy', 'Shounen']",TV,"['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'Movic']",['A-1 Pictures'],8.29,383080.0,38.0,625402.0,24.0,Manga,"Oct 5, 2014 to Mar 29, 2015"
Oira no Ski,"['Comedy', 'Sports']",Movie,,,5.18,179.0,10754.0,353.0,1.0,Original,"Mar 7, 1930"
Manga Aesop Monogatari,"['Adventure', 'Fantasy', 'Kids']",Movie,,['Toei Animation'],6.08,24.0,13594.0,123.0,1.0,Unknown,"Mar 13, 1983"
Yamiyo no Jidaigeki,"['Historical', 'Horror']",Special,,['Sunrise'],4.24,21.0,13054.0,156.0,2.0,Unknown,"Feb 19, 1995"
Yamiyo no Jidaigeki OVA,"['Historical', 'Horror']",OVA,,['Sunrise'],4.21,19.0,13695.0,126.0,2.0,Unknown,"Aug 2, 1995"
Toppuku Kyousou Kyoku,"['Comedy', 'Shounen']",OVA,,,5.5,16.0,14313.0,104.0,2.0,Unknown,"Jun 28, 1996 to Jul 27, 1996"
Shingeki no Kyojin Movie 1 Guren no Yumiya,"['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",Movie,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha']",['Wit Studio'],7.69,18238.0,1681.0,47681.0,1.0,Manga,"Nov 22, 2014"
Shingeki no Kyojin Movie 2 Jiyuu no Tsubasa,"['Action', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",Movie,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha']",['Wit Studio'],7.76,13078.0,1747.0,42837.0,1.0,Manga,"Jun 27, 2015"
Akuma to Himegimi,"['Comedy', 'Shoujo']",Movie,,['Toei Animation'],4.44,25.0,12329.0,182.0,1.0,Unknown,"Mar 20, 1981"
Blade  Soul Specials,['Comedy'],Special,,['Gonzo'],5.89,2123.0,5029.0,6263.0,7.0,Game,"Jun 25, 2014 to Dec 26, 2014"
HisCoool SeHa Girls,"['Comedy', 'Game']",TV,['Sega'],['TMS Entertainment'],6.57,3719.0,4373.0,8811.0,13.0,Other,"Oct 8, 2014 to Dec 24, 2014"
Dango San Kyoudai Attoiuma Gekijou,"['Kids', 'Music']",TV,['NHK'],,7.35,17.0,14005.0,115.0,50.0,Unknown,"Oct, 1999 to Mar, 2004"
Doctor Mambo  Kaitou Jibako Uchuu yori Ai wo Komete,"['Adventure', 'Fantasy', 'Kids', 'Mystery', 'Sci-Fi']",Special,,['Toei Animation'],5.29,7.0,14581.0,99.0,1.0,Unknown,"Sep 12, 1983"
Onimaru Senjou ni Kakeru Itsutsu no Seishun,"['Action', 'Adventure']",OVA,['Magic Bus'],['Madhouse'],4.83,18.0,12875.0,143.0,1.0,Unknown,"Apr 25, 1990"
Ys IV The Dawn of Ys,"['Action', 'Adventure', 'Fantasy', 'Game']",Special,,,6.04,111.0,10909.0,378.0,1.0,Game,1993
Komatsu Sakyo Anime Gekijou,"['Comedy', 'Parody', 'Sci-Fi', 'Space']",TV,"['Bandai Visual', 'AIC', 'Mainichi Broadcasting System']",['Gainax'],5.86,14.0,12979.0,136.0,24.0,Original,"Oct 19, 1989 to Mar 29, 1990"
Mahou Shoujo MadokaMagica Movie 3 Hangyaku no Monogatari  Magica Quartet x Nisioisin,['Comedy'],Movie,,['Shaft'],6.38,3048.0,4168.0,9298.0,4.0,Other,"Oct 26, 2013"
Moonrakers,"['Drama', 'Sci-Fi', 'Space']",ONA,,['Studio Pierrot'],5.66,653.0,8764.0,1213.0,1.0,Manga,"Apr 15, 2014"
Meisou Underworld,"['Action', 'Supernatural', 'Thriller']",ONA,,['Studio Pierrot'],5.77,913.0,8030.0,1739.0,1.0,Manga,"Apr 15, 2014"
Yahari Ore no Seishun Love Comedy wa Machigatteiru Zoku,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']",TV,"['TBS', 'Marvelous AQL', 'NBCUniversal Entertainment Japan']",['feel.'],8.29,220515.0,146.0,354901.0,13.0,Light novel,"Apr 3, 2015 to Jun 26, 2015"
Pokemon XY Sora no Hahen,"['Adventure', 'Fantasy', 'Kids']",Movie,['TV Tokyo'],['OLM'],6.81,829.0,5999.0,3444.0,1.0,Unknown,"Jul 12, 2014"
Dennou Sentai VoogiesAngel Gaiden Susume SuperAngels,"['Action', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi']",OVA,,['J.C.Staff'],5.13,23.0,12712.0,168.0,2.0,Unknown,"Aug 21, 1998 to Sep 19, 1998"
Go Go Kadendanshi 2nd Season,"['Action', 'Seinen']",ONA,,['DLE'],5.06,17.0,13170.0,142.0,78.0,Unknown,"Apr 29, 2014 to Mar 13, 2015"
Ganbare Swimmy,['Adventure'],Movie,,,7.0,7.0,14596.0,93.0,1.0,Unknown,"Aug 10, 1986"
Ojisan Kaizou Kouza,['Comedy'],Movie,"['Pony Canyon', 'Imagica']",,6.11,9.0,14180.0,98.0,1.0,Unknown,"Feb 24, 1990"
Saru Kani Gassen Ijimekkozaru to Shoujiki Kanisan,"['Comedy', 'Kids']",OVA,,,6.0,6.0,14727.0,84.0,1.0,Unknown,"Mar 1, 1997"
Puchimas Petit Petit iDOLMSTER  FuyuKotatsuHaru,"['Comedy', 'Music', 'Slice of Life']",OVA,,['Gathering'],6.8,477.0,7948.0,1686.0,1.0,4-koma manga,"Mar 27, 2014"
Gondora,['Dementia'],Movie,,['Studio 4°C'],4.04,585.0,8565.0,1119.0,1.0,Original,"Dec 5, 1997"
Pyuu to Fuku Jaguar Return of Yaku Ichinenburi,"['Comedy', 'Music', 'Shounen']",OVA,,,6.5,12.0,12625.0,184.0,3.0,Unknown,"Dec 8, 2008 to Feb 23, 2009"
REACH x Thermae Romae Pietrada no Kekkon,"['Comedy', 'Historical', 'Seinen']",Special,,['DLE'],5.81,130.0,10969.0,410.0,1.0,Unknown,"Apr 13, 2014"
Lovely Movie Itoshi no Muco,['Slice of Life'],TV,,['Doga Kobo'],6.3,114.0,9544.0,760.0,20.0,Manga,"Jul 29, 2013 to Dec 23, 2013"
Lovely Movie Itoshi no Muco Specials,['Slice of Life'],Special,,['Doga Kobo'],5.26,34.0,12045.0,242.0,3.0,Unknown,"Mar 19, 2014"
Lovely Movie Itoshi no Muco Season 2,['Slice of Life'],TV,,['Doga Kobo'],6.06,72.0,10576.0,458.0,22.0,Manga,"Apr 27, 2014 to Oct 5, 2014"
Hoshi no Yuuenchi,"['Adventure', 'Kids', 'Sci-Fi']",OVA,['Gakken'],,4.88,25.0,13199.0,113.0,1.0,Unknown,"Oct 14, 1989"
Subarashii Sekai Ryokou Alaska no Tabi Daigo Hyougaki,"['Adventure', 'Sci-Fi']",Special,['Nippon Television Network'],,4.89,9.0,13936.0,112.0,2.0,Unknown,"Jan 29, 1967 to Feb 5, 1967"
The Adventures of Hello Kitty  Friends,"['Fantasy', 'Kids']",TV,['Sanrio Digital'],,5.99,50.0,11846.0,216.0,52.0,Unknown,"Feb 18, 2008 to 2009"
Sora wa Koko ni Aru,['Music'],Music,['Studio Moriken'],,5.51,113.0,12577.0,197.0,1.0,Unknown,"Jan 17, 2014"
Uchuu Senkan Yamato 2199 Tsuioku no Koukai,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",Special,['AIC'],['Xebec'],6.81,285.0,8255.0,1362.0,1.0,Original,"Oct 11, 2014"
Kyutai Panic Adventure,"['Action', 'Martial Arts', 'Shounen', 'Super Power']",Special,['Fuji TV'],,4.94,421.0,8663.0,1109.0,1.0,Unknown,2003
Kyutai Panic Adventure Returns,"['Action', 'Shounen', 'Super Power']",Special,['Fuji TV'],,5.16,393.0,8783.0,1061.0,1.0,Unknown,2004
Mobile Suit Gundam Unicorn One of Seventy Two,['Mecha'],Special,,['Sunrise'],6.63,213.0,8321.0,1321.0,1.0,Novel,"Aug 3, 2013"
Majimoji Rurumo,"['Comedy', 'Magic', 'Ecchi', 'Fantasy', 'School', 'Shounen']",TV,"['Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production', 'Bushiroad']",['J.C.Staff'],6.91,21107.0,1732.0,47456.0,12.0,Manga,"Jul 9, 2014 to Sep 24, 2014"
Fox Wood Monogatari,"['Adventure', 'Kids']",OVA,,,6.83,12.0,14538.0,99.0,3.0,Unknown,"Jan 21, 1991 to Feb 21, 1992"
Fukuchan no Kishuu,"['Comedy', 'Historical']",Movie,,['Shochiku Animation Institute'],6.89,9.0,12869.0,135.0,1.0,Other,"Mar 15, 1942"
Fukuchan no Zousan Butai,"['Comedy', 'Historical']",Movie,,['Shochiku Animation Institute'],7.25,8.0,13230.0,123.0,1.0,Other,"Jul 1, 1943"
Fukuchan,"['Kids', 'Slice of Life']",TV,,['Shin-Ei Animation'],5.0,11.0,13965.0,103.0,71.0,Other,"Feb 11, 1982 to Mar 27, 1984"
Fukuyama Gekijou Natsu no Himitsu,"['Fantasy', 'Kids']",OVA,,,6.6,10.0,12827.0,88.0,1.0,Unknown,"Sep 27, 1990"
Something Great Chizu ni Nai Machi,['Slice of Life'],Movie,,,8.0,8.0,13245.0,134.0,1.0,Unknown,"Feb 4, 2006"
Fuichinsan,"['Drama', 'Historical', 'Kids', 'Shoujo']",OVA,['Animaruya'],,6.33,6.0,11929.0,83.0,1.0,Unknown,"Mar 20, 2004"
Futari Ecchi 2014,"['Comedy', 'Ecchi', 'Romance', 'Seinen', 'Slice of Life']",OVA,,['Production Reed'],6.37,1915.0,5220.0,5019.0,3.0,Manga,"Oct 10, 2014"
Sarusuberi Miss Hokusai,"['Historical', 'Supernatural', 'Drama', 'Seinen']",Movie,"['Sunrise', 'TV Tokyo', 'Bandai Visual', 'OLM', 'Asatsu DK', 'DandeLion Animation Studio LLC', 'Trans Cosmos', 'Production GoodBook', 'Asahi Shimbun', 'Tokyo Theatres']",['Production I.G'],7.25,5706.0,3149.0,14306.0,1.0,Manga,"May 9, 2015"
MakenKi Two Specials,['Ecchi'],Special,,['Xebec'],6.31,4985.0,3681.0,11540.0,5.0,Manga,"Mar 28, 2014 to Jul 25, 2014"
Cardfight Vanguard Movie Neon Messiah,"['Action', 'Adventure', 'Game', 'Demons', 'Shounen']",Movie,['Sotsu'],['LIDENFILMS'],7.09,1250.0,6248.0,3294.0,1.0,Unknown,"Sep 13, 2014"
Lance N Masques,['Fantasy'],TV,"['Pony Canyon', 'TBS', 'DAX Production', 'KlockWorx', 'Docomo Anime Store', 'NichiNare']",['Studio Gokumi'],5.64,13632.0,2120.0,37881.0,12.0,Light novel,"Oct 2, 2015 to Dec 18, 2015"
Manabu no Natsuyasumi,"['Fantasy', 'Kids']",OVA,,,4.87,31.0,14132.0,124.0,1.0,Unknown,2005
Sei Shoujo The Animation,['Hentai'],OVA,['Pink Pineapple'],['Office Takeout'],6.84,1015.0,6462.0,3053.0,1.0,Visual novel,"Jul 25, 2014"
Shijou Saikyou no Deshi Kenichi Specials,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']",Special,,['Brain&#039;s Base'],7.4,2496.0,4687.0,6373.0,4.0,Manga,"Nov 15, 2013 to May 16, 2014"
Denkigai no Honyasan,"['Comedy', 'Seinen', 'Slice of Life']",TV,"['Sotsu', 'Pony Canyon', 'DAX Production', 'Comic Umenohone', 'Mobcast']",['Shin-Ei Animation'],7.27,34504.0,1139.0,80436.0,12.0,Manga,"Oct 2, 2014 to Dec 18, 2014"
Selector Spread WIXOSS,"['Game', 'Psychological']",TV,"['Magic Capsule', 'Warner Bros.', 'Showgate']",['J.C.Staff'],7.48,27541.0,1626.0,54575.0,12.0,Card game,"Oct 4, 2014 to Dec 20, 2014"
Jarujio Animal,"['Adventure', 'Comedy', 'Parody']",TV,,,6.5,6.0,14475.0,96.0,10.0,Unknown,"Apr 26, 2010 to Jun 28, 2010"
Gunners,"['Action', 'Mecha']",ONA,,,4.32,44.0,13389.0,136.0,1.0,Unknown,2011
gdgd Fairies Movie tte Iu Eiga wa Dou kana,"['Comedy', 'Fantasy']",Movie,"['Pony Canyon', 'Tohokushinsha Film Corporation', 'Strawberry Meets Pictures', 'Tokyo MX', 'Bouncy']",,6.54,97.0,10621.0,449.0,1.0,Original,"Sep 27, 2014"
High School Jingi,"['Action', 'Comedy', 'Seinen']",OVA,['Daiei'],,5.83,6.0,13533.0,126.0,1.0,Unknown,"Feb 10, 1992"
Gorillaman,"['Comedy', 'School', 'Seinen']",OVA,['Kodansha'],['J.C.Staff'],6.55,11.0,12170.0,167.0,2.0,Unknown,"Jun 25, 1992 to Dec 24, 1993"
Tooryanse,"['Supernatural', 'Music']",Music,['Victor Entertainment'],,5.93,277.0,10626.0,466.0,1.0,Unknown,"Jan 14, 2014"
Patta Potta Monta,"['Comedy', 'Kids', 'Slice of Life']",TV,['Tokyo Kids'],,5.5,14.0,14415.0,97.0,26.0,Unknown,"Aug 1, 2006 to Jan 30, 2007"
Taimadou Gakuen 35 Shiken Shoutai,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Military', 'Romance', 'Supernatural']",TV,['MAGES.'],['Silver Link.'],7.05,73877.0,556.0,150166.0,12.0,Light novel,"Oct 8, 2015 to Dec 24, 2015"
Nobunaga Concerto,"['Comedy', 'Historical', 'Romance', 'Shounen']",TV,['Pony Canyon'],['Fuji TV'],7.73,13813.0,2164.0,34040.0,10.0,Manga,"Jul 12, 2014 to Sep 20, 2014"
Tokyo Babylon Vision,"['Music', 'Supernatural']",Music,['Animate Film'],['Madhouse'],5.46,339.0,9495.0,769.0,1.0,Unknown,"Dec 21, 1992"
Ao Haru Ride OVA,"['Slice of Life', 'Romance', 'School', 'Shoujo']",OVA,['TOHO animation'],['Production I.G'],7.72,36101.0,1370.0,64647.0,2.0,Manga,"Aug 25, 2014 to Dec 12, 2014"
Strobe Light,['Music'],Music,['Studio Moriken'],,6.04,306.0,10197.0,478.0,1.0,Unknown,"Sep 3, 2011"
3Nen CGumi 14Ban Kubozono Chiyoko no Nyuukaku,"['Music', 'School']",Music,['Studio Moriken'],,5.45,369.0,9951.0,615.0,1.0,Music,"Mar 3, 2013"
E no Umakatta Tomodachi,['Music'],Music,['Studio Moriken'],,5.51,311.0,10178.0,507.0,1.0,Unknown,"Apr 9, 2014"
Oosouji,['Music'],Music,"['U/M/A/A Inc.', 'Studio Moriken']",,5.52,293.0,10270.0,493.0,1.0,Unknown,"Dec 27, 2013"
Rakugaki Picasso,['Music'],Music,['Studio Moriken'],,5.51,270.0,10451.0,443.0,1.0,Unknown,"Apr 16, 2014"
Orenchi no Furo Jijou,"['Comedy', 'Fantasy', 'Shoujo']",TV,,['Asahi Production'],7.13,30909.0,1502.0,59918.0,13.0,4-koma manga,"Oct 6, 2014 to Dec 29, 2014"
Nisekoi OVA,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",OVA,,['Shaft'],7.52,48276.0,1057.0,86772.0,3.0,Manga,"Oct 3, 2014 to Apr 3, 2015"
Hitsugi no Chaika Avenging Battle,"['Action', 'Adventure', 'Comedy', 'Romance', 'Fantasy']",TV,"['Kadokawa Shoten', 'flying DOG', 'Fujimi Shobo']",['Bones'],7.3,68566.0,759.0,122609.0,10.0,Light novel,"Oct 9, 2014 to Dec 11, 2014"
